,id,learner_id,left_at,leaving_reason,last_completed_step_at,last_completed_step,last_completed_week_number,last_completed_step_number
121,88909,74191264-4952-4ae7-848a-dcb5bac9309f,2018-03-24 12:10:58 UTC,The course required more time than I realised,,,,
122,89030,2fe3f18b-a63c-4149-b7f7-3dd5087cd500,2018-03-24 15:56:35 UTC,I prefer not to say,2018-02-26 14:52:01 UTC,1.19,1.0,19.0
123,89748,ecfeec7d-b5a6-4218-8980-42db547d466b,2018-03-25 17:49:07 UTC,I prefer not to say,2018-03-20 22:09:00 UTC,1.3,1.0,3.0
124,90137,d2c97a41-5d01-4288-b9c5-a7f46dbe5e4b,2018-03-26 05:11:27 UTC,The course was too easy,2018-03-04 17:35:40 UTC,3.2,3.0,20.0
125,90970,21551a96-2c62-4649-9b10-afe7f61d1184,2018-03-26 14:51:40 UTC,I don’t have enough time,,,,
126,91181,406bf119-c470-408c-953f-0990f8b4c946,2018-03-26 17:21:28 UTC,The course was too hard,2018-03-26 10:25:31 UTC,1.1,1.0,1.0
127,91329,fa11cda3-d2cb-44f1-b3ed-e6f52c00bac7,2018-03-26 19:25:34 UTC,The course won’t help me reach my goals,2018-03-13 13:43:36 UTC,2.2,2.0,20.0
128,91483,351bf942-eb96-4bb9-9bc0-58b65f3b0723,2018-03-26 21:26:07 UTC,The course was too hard,2018-03-09 20:59:12 UTC,3.2,3.0,20.0
129,91562,f605eb94-981c-4e4b-bafa-17ca61606acb,2018-03-26 23:09:05 UTC,Other,2018-02-28 19:46:57 UTC,1.16,1.0,16.0
130,91663,2f5ec886-20c7-498c-9460-dd94abceb155,2018-03-27 01:40:48 UTC,Other,,,,
131,92857,d095f9ec-c068-44ad-8f5d-7df8f9b76f25,2018-03-27 23:47:25 UTC,The course required more time than I realised,,,,
132,93043,0fde7775-2bfd-47c9-b4f6-5ebcb9e8af97,2018-03-28 08:12:46 UTC,The course required more time than I realised,2018-02-06 23:58:23 UTC,1.19,1.0,19.0
133,93482,e27a4416-2cbb-4170-93a1-0ca166acc2ca,2018-03-28 17:04:46 UTC,The course won’t help me reach my goals,,,,
134,93773,7b27a9ef-0acc-443a-85ea-be62f9e9dfdb,2018-03-29 08:22:58 UTC,The course wasn’t what I expected,,,,
135,94258,a49625b7-67b6-46d1-83ae-e30f977bb2a9,2018-03-29 17:04:44 UTC,The course won’t help me reach my goals,,,,
136,94581,b3913cde-b415-4ade-9d93-755d373eb80e,2018-03-30 03:41:03 UTC,The course wasn’t what I expected,,,,
137,94585,b3913cde-b415-4ade-9d93-755d373eb80e,2018-03-30 03:52:43 UTC,The course was too easy,,,,
138,94652,6106e875-c103-4c65-95fa-22209c6df58f,2018-03-30 07:49:56 UTC,Other,2018-03-22 20:38:48 UTC,3.2,3.0,20.0
139,94911,5c3502f2-2c55-43b2-8991-fb9bc22b2e7d,2018-03-30 15:21:14 UTC,The course won’t help me reach my goals,2018-03-24 14:24:21 UTC,1.7,1.0,7.0
140,95043,b2faf1c7-a7a4-442c-a3db-3113f0431754,2018-03-30 19:22:24 UTC,Other,2018-03-19 23:49:53 UTC,3.2,3.0,20.0
141,95243,c40bfaac-f931-431d-b9d1-e74c88753ef9,2018-03-31 06:22:39 UTC,I don’t have enough time,,,,
142,95587,a108b134-5dcc-4ac8-af09-0ccc78739457,2018-03-31 16:33:50 UTC,The course won’t help me reach my goals,,,,
143,95767,d237204a-736d-44b9-9fec-cd52dcfb26c8,2018-03-31 21:46:34 UTC,The course required more time than I realised,,,,
144,98655,7d1a4e7a-87f9-4a23-ac2f-ff4f70c60224,2018-04-03 12:10:09 UTC,The course won’t help me reach my goals,2018-02-06 18:27:34 UTC,2.22,2.0,22.0
145,98850,eb44a377-f02e-4a63-abb4-94023df7af5c,2018-04-03 13:56:39 UTC,I prefer not to say,2018-03-25 14:47:03 UTC,2.18,2.0,18.0
146,99303,23f943ca-f9ef-4d03-83e9-568728eb5944,2018-04-03 19:26:04 UTC,The course required more time than I realised,2018-02-27 13:50:54 UTC,1.13,1.0,13.0
147,99422,163ad4f6-878c-4062-a253-8e7d1c38a8cb,2018-04-03 21:28:53 UTC,The course wasn’t what I expected,2018-02-06 22:12:52 UTC,1.13,1.0,13.0
148,99966,5e80b0cf-e7cf-43e1-b461-bdfbebbb5b7a,2018-04-04 11:52:08 UTC,The course was too easy,2018-03-10 20:27:16 UTC,2.23,2.0,23.0
149,100102,ce251868-0c01-4351-a76e-0bf8700a9890,2018-04-04 14:38:08 UTC,The course won’t help me reach my goals,2018-03-23 14:04:20 UTC,2.4,2.0,4.0
150,100520,93204515-f231-4f4e-a732-4f1563fd0912,2018-04-04 22:31:02 UTC,The course required more time than I realised,2018-02-06 19:55:22 UTC,1.1,1.0,1.0
151,101205,0bb16dd8-ca69-495e-821d-ee1bc85f8e71,2018-04-05 16:29:47 UTC,Other,,,,
152,101685,a6259b41-5700-46fd-ac10-02ae486adcc5,2018-04-06 10:55:45 UTC,Other,2018-02-28 15:30:36 UTC,3.2,3.0,20.0
153,101691,d237204a-736d-44b9-9fec-cd52dcfb26c8,2018-04-06 10:57:37 UTC,The course wasn’t what I expected,,,,
154,101810,d237204a-736d-44b9-9fec-cd52dcfb26c8,2018-04-06 14:03:30 UTC,The course was too easy,,,,
155,101852,95d24cc7-356c-40fc-98d5-ca8bafe6fe1f,2018-04-06 14:55:13 UTC,The course was too hard,2018-03-04 11:16:45 UTC,1.1,1.0,1.0
156,102205,b4f95d38-3257-4694-8ce3-86b401f1a181,2018-04-07 06:50:18 UTC,The course was too hard,,,,
157,102569,11715730-6ebd-4c6e-a43c-8f7a937db5ef,2018-04-07 16:46:03 UTC,Other,2018-03-19 18:26:28 UTC,3.2,3.0,20.0
158,103878,11ed55d7-22e1-44e3-acbb-6e8172bd11ae,2018-04-09 07:52:22 UTC,The course was too hard,2018-03-08 06:10:15 UTC,1.2,1.0,2.0
159,104120,23708d1d-0556-4f7a-bb09-50ca9d0f7045,2018-04-09 11:56:10 UTC,Other,,,,
160,104190,dea16f7b-9a0b-4483-ad94-105ee9d0d942,2018-04-09 12:52:22 UTC,I don’t have enough time,2018-02-24 16:14:22 UTC,2.5,2.0,5.0
161,104682,75f9b54a-e80a-4b0c-a9d0-f53c9cd95d11,2018-04-09 21:25:43 UTC,I don’t have enough time,2018-02-28 22:47:16 UTC,1.2,1.0,2.0
162,104918,4174fccb-1888-4a6f-be70-826f3bc7426e,2018-04-10 08:49:03 UTC,The course required more time than I realised,2018-02-20 10:11:35 UTC,1.13,1.0,13.0
163,105066,5f57293d-5393-43ce-ab42-c0339aa6d99e,2018-04-10 11:56:10 UTC,I prefer not to say,2018-04-10 11:46:37 UTC,3.18,3.0,18.0
164,106338,5ce011aa-69f3-4c18-8bf1-bc1ed6931b1a,2018-04-12 20:24:56 UTC,I don’t have enough time,,,,
165,106642,ff2189d6-ae99-4c05-af10-73505cc6ff30,2018-04-13 14:50:26 UTC,I don’t have enough time,2018-03-05 13:55:18 UTC,1.4,1.0,4.0
166,106684,d6f4f699-93c2-4fe4-bbab-d09b9ca7fa3c,2018-04-13 15:58:37 UTC,I don’t have enough time,,,,
167,107288,990c8ad1-6f88-4e8d-b2c3-230e3fecdc10,2018-04-15 09:39:55 UTC,I don’t have enough time,2018-03-09 15:56:13 UTC,2.4,2.0,4.0
168,107399,6a3d66a5-a39b-45d3-bff0-f1a1637c9ff7,2018-04-15 13:35:49 UTC,I prefer not to say,,,,
169,107555,c395c645-fc26-41fe-8628-b12c2cae59d0,2018-04-15 20:21:50 UTC,I prefer not to say,,,,
170,107709,e1dfd283-bfdf-4c86-8418-526d1071b101,2018-04-16 04:40:14 UTC,I don’t have enough time,2018-03-12 15:21:25 UTC,1.3,1.0,3.0
171,107818,6ae8589e-9e36-4662-9efe-e2635465b6cc,2018-04-16 08:21:01 UTC,Other,2018-02-19 11:05:12 UTC,3.2,3.0,20.0
172,110051,b8b973ce-635e-4c08-ad78-9aa98dc80fe3,2018-04-19 18:43:15 UTC,I don’t have enough time,2018-03-05 08:57:05 UTC,3.2,3.0,20.0
0,110338,9f172f7a-74fa-4e6a-991a-cad1aedbce41,2018-04-20 12:12:05 UTC,Other,,,,
1,120486,353eaf1b-cff8-4d9c-98d4-b9a736c17e73,2018-05-09 03:54:35 UTC,The course required more time than I realised,2018-07-15 16:53:37 UTC,3.2,3.0,20.0
2,125315,8c4eee40-70ae-45ef-ab61-cdf2832328b1,2018-05-18 09:10:38 UTC,I don’t have enough time,,,,
3,126064,c1c34f22-2e36-4fb5-9295-3a92f5f94350,2018-05-20 12:15:19 UTC,I prefer not to say,,,,
4,126988,798f378b-858d-44ac-a254-0846625dc7e9,2018-05-21 17:54:05 UTC,Other,,,,
5,134123,f83e6689-b66d-4b9d-bff6-c0555a225f49,2018-06-03 09:03:08 UTC,Other,,,,
6,135619,92ee0df3-ade8-4af0-835d-073d869dc74d,2018-06-05 08:54:07 UTC,I prefer not to say,,,,
7,140288,0636f5ca-0553-4e18-ad69-97d04bc1cb1b,2018-06-13 04:17:01 UTC,I prefer not to say,,,,
8,140407,e73f3a58-d374-415c-943c-93d06ac46f98,2018-06-13 09:37:30 UTC,I don’t have enough time,,,,
9,140772,28904547-1869-40db-b4b0-9b7a5deb6c8c,2018-06-13 19:48:58 UTC,Other,,,,
10,141951,2ea03bab-6bac-4528-97a5-3aa1e52642e8,2018-06-16 07:48:35 UTC,The course required more time than I realised,2018-06-14 13:23:55 UTC,1.7,1.0,7.0
11,142496,93941798-99ad-4224-95de-f0c3e671b0f9,2018-06-17 16:35:13 UTC,I prefer not to say,,,,
12,142888,ff2189d6-ae99-4c05-af10-73505cc6ff30,2018-06-18 07:58:59 UTC,I don’t have enough time,,,,
13,143007,728b414e-0840-4aad-8853-ea0783c41ad5,2018-06-18 10:19:50 UTC,Other,2018-06-18 09:58:57 UTC,1.3,1.0,3.0
14,144076,75073913-884b-41a2-aae1-b1457ac95b90,2018-06-19 15:21:17 UTC,I don’t have enough time,2018-06-12 19:47:47 UTC,1.3,1.0,3.0
15,144912,f62ff33a-b5bf-4e25-bc20-b60bef1b3b01,2018-06-21 08:22:56 UTC,Other,,,,
16,146256,86f205ff-90cc-4c22-9d2a-5285e2621141,2018-06-24 02:42:21 UTC,I don’t have enough time,2018-06-22 10:10:55 UTC,1.6,1.0,6.0
17,146615,fa001738-ecab-459b-9c05-e41eb186edec,2018-06-24 18:35:53 UTC,I don’t have enough time,2018-06-17 03:46:01 UTC,1.3,1.0,3.0
18,146701,8f3088b5-11a8-4f7a-a37b-f11b7539790f,2018-06-24 23:42:30 UTC,I don’t have enough time,2018-06-14 01:58:44 UTC,1.8,1.0,8.0
19,146900,ac1d37b2-c2b9-4884-80b6-8bc6c6f3f5d3,2018-06-25 07:58:54 UTC,I don’t have enough time,,,,
20,146927,94acb83b-d516-49cc-b120-daf9f8401dcd,2018-06-25 08:28:37 UTC,The course wasn’t what I expected,2018-06-25 08:27:09 UTC,2.15,2.0,15.0
21,147006,54632f0a-4f86-425d-a12b-0cd429a1ba30,2018-06-25 10:23:25 UTC,The course required more time than I realised,,,,
22,148543,c81fa23b-2b7a-4bdd-9e40-689076decb89,2018-06-27 11:38:12 UTC,The course wasn’t what I expected,2018-06-27 11:37:33 UTC,1.2,1.0,2.0
23,148652,0c8dcb20-1d3f-4689-8bba-9fc2fb1351f2,2018-06-27 16:11:01 UTC,I don’t have enough time,2018-06-27 16:10:04 UTC,1.19,1.0,19.0
24,149284,0a3477c7-bae2-4991-b6e9-44fde85f660e,2018-06-28 21:12:13 UTC,I don’t have enough time,,,,
25,149433,3603bbf1-674a-4a4f-a3ba-3ecb9a8826ff,2018-06-29 07:39:22 UTC,I don’t have enough time,,,,
26,150378,b8b973ce-635e-4c08-ad78-9aa98dc80fe3,2018-07-01 12:43:31 UTC,The course required more time than I realised,,,,
27,150487,9abd0d70-0c0f-459a-95d8-0132ea2e5bb6,2018-07-01 17:40:19 UTC,I prefer not to say,2018-07-01 17:08:00 UTC,3.2,3.0,20.0
28,150738,6713d2e5-99c9-4aec-ae5b-3b81200694f4,2018-07-02 03:52:27 UTC,Other,,,,
29,151403,0b985343-44d3-4ece-820b-1d8c87294869,2018-07-02 17:27:05 UTC,The course won’t help me reach my goals,2018-07-02 16:39:06 UTC,1.5,1.0,5.0
30,151512,feabc67d-99a7-4149-b5f3-8a7edec4e4ce,2018-07-02 18:49:02 UTC,The course wasn’t what I expected,2018-06-30 21:08:48 UTC,1.8,1.0,8.0
31,152126,36910dcc-a5dd-4a93-88cb-178ed63f89bc,2018-07-03 14:47:28 UTC,I don’t have enough time,,,,
32,152978,470171ac-7fc9-47bc-bfca-819682ae75ca,2018-07-05 02:44:46 UTC,I prefer not to say,,,,
33,153717,5ee15ced-4f3d-4478-b0f6-c9169a4ecb35,2018-07-06 11:03:17 UTC,Other,2018-07-06 11:02:41 UTC,3.2,3.0,20.0
34,153799,7279f38a-3f85-4ce5-8368-312419bd24ac,2018-07-06 14:24:41 UTC,I don’t have enough time,,,,
35,153803,1615fe6a-91d0-478f-95a0-cabbbb6da2a2,2018-07-06 14:28:22 UTC,I don’t have enough time,,,,
36,154080,3674d80c-4533-4af3-bd93-7c3f804b8937,2018-07-07 07:06:23 UTC,I don’t have enough time,2018-06-19 05:26:05 UTC,1.19,1.0,19.0
37,154322,eccf7f6e-5364-47b3-ada7-aaffe578d636,2018-07-07 18:38:51 UTC,The course was too easy,2018-07-06 08:07:43 UTC,2.18,2.0,18.0
38,155338,d4220c94-b91c-4885-9bbf-12f2240d6d1d,2018-07-09 14:24:27 UTC,I don’t have enough time,2018-07-09 14:23:22 UTC,3.14,3.0,14.0
39,155597,d3d28596-0af0-47eb-bf2d-4ebfeee2b635,2018-07-09 19:17:43 UTC,I don’t have enough time,,,,
40,155601,9c3a49d2-2602-4167-bf82-9adee9975fa4,2018-07-09 19:28:18 UTC,The course required more time than I realised,2018-06-27 21:32:20 UTC,1.19,1.0,19.0
41,155928,2effb835-520d-4a09-8d66-667f372f0765,2018-07-10 07:55:17 UTC,The course required more time than I realised,2018-07-10 07:50:20 UTC,1.19,1.0,19.0
42,156625,532b41f3-e1ca-4f37-b420-41402eb166bb,2018-07-11 11:58:49 UTC,I don’t have enough time,,,,
43,156633,8e857594-f8ac-4062-a0f4-de7596e8cae4,2018-07-11 12:19:17 UTC,The course required more time than I realised,,,,
44,156955,3525a122-d068-446d-99c5-8f8f7468c0f2,2018-07-12 05:36:34 UTC,I don’t have enough time,,,,
45,157014,c53c21b0-60e1-4c75-afac-b78a21a39b48,2018-07-12 09:53:13 UTC,The course required more time than I realised,,,,
46,157527,0ff7b373-c961-460b-96f4-4f61b04c9ec7,2018-07-13 09:21:40 UTC,The course wasn’t what I expected,2018-07-13 09:20:43 UTC,1.7,1.0,7.0
47,158055,2515ccff-a1f3-4577-b655-c0f74b1a33a4,2018-07-14 12:13:58 UTC,I prefer not to say,2018-06-13 13:13:36 UTC,1.4,1.0,4.0
48,158090,866d70f8-f248-4180-952b-6267586e8d09,2018-07-14 13:49:16 UTC,Other,2018-06-30 16:54:30 UTC,3.17,3.0,17.0
49,158365,800e63b5-317a-42c8-b2b9-48ff547e11f1,2018-07-15 10:51:10 UTC,I don’t have enough time,,,,
50,158998,6cfaa598-e213-4bef-8f6e-457e72fa0265,2018-07-16 10:28:14 UTC,I don’t have enough time,,,,
51,159177,79ce05a8-1dac-4e64-a8d0-f70fcd185949,2018-07-16 14:32:14 UTC,The course was too easy,,,,
52,159598,5e46935f-93a4-4464-8543-1dc84aec9799,2018-07-17 09:20:16 UTC,I don’t have enough time,,,,
53,160010,4b9a9069-e715-4299-b0e0-50f106d12060,2018-07-17 18:42:43 UTC,The course required more time than I realised,2018-07-02 15:04:17 UTC,1.6,1.0,6.0
54,161279,4e324477-481c-4b0b-aecf-2e299d105f7e,2018-07-20 07:29:17 UTC,Other,,,,
55,162294,0636f5ca-0553-4e18-ad69-97d04bc1cb1b,2018-07-21 23:00:38 UTC,I prefer not to say,,,,
56,162547,cb606f96-99bc-4688-844b-64205ab08f13,2018-07-22 15:37:21 UTC,I don’t have enough time,,,,
57,162711,943c22d6-316c-4a34-bb5e-b212cbadb11d,2018-07-22 22:40:24 UTC,I don’t have enough time,,,,
58,163183,19e63148-2366-438f-9a39-24d74dd242e9,2018-07-23 15:57:27 UTC,I don’t have enough time,2018-06-16 16:19:25 UTC,1.1,1.0,1.0
59,163424,2861dd6e-4682-4c86-a4e4-5b1d2fb73819,2018-07-23 19:45:35 UTC,I prefer not to say,2018-07-23 19:44:12 UTC,1.5,1.0,5.0
60,164387,6e79114c-ffb1-4a01-937b-6e62a26a8da1,2018-07-25 04:45:01 UTC,I prefer not to say,,,,
61,165721,44cd342b-0ad5-4c02-a5f3-e0bcdbb579c2,2018-07-27 14:29:34 UTC,Other,2018-06-26 14:55:38 UTC,3.2,3.0,20.0
62,167868,ab329e4a-4854-4fd2-af8f-13c05311de2d,2018-07-31 03:08:09 UTC,I don’t have enough time,,,,
63,168504,565ca901-25ad-4af8-afb3-bafae2eff907,2018-08-01 03:24:43 UTC,Other,,,,
64,169279,abb8d417-63db-448b-9a3e-fe0d4685c19b,2018-08-02 13:44:40 UTC,I don’t have enough time,,,,
65,169282,abb8d417-63db-448b-9a3e-fe0d4685c19b,2018-08-02 13:45:44 UTC,I don’t have enough time,,,,
66,169523,aa2b636b-dacb-4320-b7e8-ef6b6bdbb1e1,2018-08-02 23:56:39 UTC,Other,,,,
67,169576,74606679-eb45-47c6-8c89-c163b0769ad7,2018-08-03 06:03:39 UTC,The course wasn’t what I expected,,,,
68,170913,66b8373d-82d9-44a5-a9bc-07b6494bf310,2018-08-05 17:14:01 UTC,I prefer not to say,,,,
69,171884,051b751e-fb69-4b7e-9c83-82efba0ecd58,2018-08-06 23:33:34 UTC,I don’t have enough time,,,,
70,171957,28edecbc-78c9-4eec-ba5b-06f34beba241,2018-08-07 05:32:22 UTC,Other,,,,
71,172208,96b3f8b3-a17c-4693-a5de-b7b835712196,2018-08-07 12:28:23 UTC,I don’t have enough time,,,,
72,172347,657a0b97-db63-4101-9636-ca669a678998,2018-08-07 15:50:44 UTC,The course was too hard,,,,
73,173673,abf4e546-b44e-4e16-920f-e7c305062d00,2018-08-10 01:52:15 UTC,I don’t have enough time,,,,
74,174352,40043a3e-b86c-41f6-aee3-81b918e69279,2018-08-11 18:00:37 UTC,Other,,,,
75,175372,09652547-76ce-44ae-84ec-b04fc1490c19,2018-08-13 18:30:22 UTC,I prefer not to say,,,,
76,175532,0b19f3a6-eb00-47ae-8cc7-83d288b9f2bb,2018-08-13 22:43:45 UTC,I don’t have enough time,,,,
77,176673,f609bd73-ffe8-49a5-bf62-9d878834b612,2018-08-15 16:34:19 UTC,The course wasn’t what I expected,,,,
78,178095,c8095071-baef-4010-98e0-a8abd8f4a788,2018-08-18 19:32:02 UTC,I prefer not to say,2018-08-18 19:14:05 UTC,3.16,3.0,16.0
79,179308,b81790a8-2cca-445a-bbf5-102d91c454f2,2018-08-21 08:58:21 UTC,The course wasn’t what I expected,,,,
80,181173,e10a0bc6-3e17-4217-a546-28c895d9f174,2018-08-24 12:50:36 UTC,I don’t have enough time,,,,
81,181289,6fa17b3d-91d5-4b61-a573-b285b8ba1a07,2018-08-24 19:16:46 UTC,Other,2018-07-07 18:31:33 UTC,2.1,2.0,10.0
82,181432,33a6b5fc-ba3c-4e23-a70a-0a49717abd6c,2018-08-25 05:14:11 UTC,I don’t have enough time,2018-08-22 15:32:02 UTC,2.9,2.0,9.0
0,153711,72669fb8-cc20-4b69-ba0a-241ff767b4de,2018-07-06 10:55:39 UTC,Other,,,,
1,162741,662e6b45-7695-4a2e-b395-d8c39b493d14,2018-07-23 01:27:36 UTC,Other,,,,
2,175430,a3d4ef1f-5d1e-4dfe-af3c-1acf068a7b37,2018-08-13 19:48:22 UTC,The course required more time than I realised,,,,
3,184295,36564302-f97e-42e9-ba35-dce935112269,2018-08-29 20:11:09 UTC,I prefer not to say,,,,
4,187244,b1821286-0c8a-4d9c-902c-712f9e5ccc46,2018-09-04 06:18:28 UTC,I don’t have enough time,,,,
5,190031,a1d58afb-bfbd-42d4-bc9b-dde8b6d41f67,2018-09-08 16:37:13 UTC,I don’t have enough time,,,,
6,190872,6cc783c0-af39-4032-907e-322d00a87d9e,2018-09-10 12:02:42 UTC,The course required more time than I realised,2018-09-10 11:02:46 UTC,2.23,2.0,23.0
7,191077,98b2ec7f-99ce-451b-a80c-8b357a839aa8,2018-09-10 14:40:42 UTC,I don’t have enough time,2018-09-10 14:37:20 UTC,1.2,1.0,2.0
8,191680,6d9adf51-b9dd-4a21-8fdc-5e4af8cb5611,2018-09-11 09:37:33 UTC,Other,,,,
9,191684,c53396a5-f72c-4dec-9810-cb7dd7608e1a,2018-09-11 09:51:33 UTC,The course was too hard,2018-09-11 09:50:19 UTC,1.12,1.0,12.0
10,192449,6260fbcd-4746-4c9b-b049-4a25b75dfd93,2018-09-12 12:44:03 UTC,I don’t have enough time,,,,
11,192460,2a196b5a-bfdf-4a22-b7af-a7e1da577c70,2018-09-12 13:14:02 UTC,I don’t have enough time,,,,
12,193981,0448d51a-09d0-4740-aac7-5e351c42342c,2018-09-15 09:22:06 UTC,The course wasn’t what I expected,,,,
13,194121,f1b9f792-9f37-457f-8781-d5dc0b1e9a15,2018-09-15 16:18:39 UTC,The course required more time than I realised,,,,
14,194608,11299248-16b9-4e1c-9412-1f5d618b432a,2018-09-16 17:56:23 UTC,I prefer not to say,2018-09-16 17:46:32 UTC,3.2,3.0,20.0
15,194669,733a8e68-570f-4095-afb5-ad9eff247ac5,2018-09-16 19:43:36 UTC,I don’t have enough time,,,,
16,194721,01a7c637-1a52-4848-8d48-af2bb804d858,2018-09-16 21:42:55 UTC,I don’t have enough time,,,,
17,194809,fa001738-ecab-459b-9c05-e41eb186edec,2018-09-17 02:08:18 UTC,I don’t have enough time,,,,
18,194827,a6145e0e-2155-46ad-bf43-4c3bdc451174,2018-09-17 03:05:00 UTC,I don’t have enough time,2018-09-11 02:00:06 UTC,1.1,1.0,1.0
19,195124,4ae9bd77-e62a-4a44-864e-53d58c3ed4a4,2018-09-17 11:29:00 UTC,The course won’t help me reach my goals,,,,
20,195229,bced6b2e-1ab7-42ff-b325-4d82af90a910,2018-09-17 14:08:52 UTC,The course was too hard,,,,
21,195713,7fab3cf5-af8d-40d4-b609-3919517c2437,2018-09-18 06:49:40 UTC,Other,,,,
22,195897,c43ca5c4-2a5b-4d83-be64-b83225afa2a1,2018-09-18 11:07:35 UTC,I don’t have enough time,,,,
23,196121,00353a59-73a5-41e7-9b9e-fcd7a04accc9,2018-09-18 17:07:36 UTC,The course wasn’t what I expected,2018-09-18 17:07:11 UTC,1.3,1.0,3.0
24,196136,fe3db0a6-8c64-4776-860d-c3320b87af0b,2018-09-18 17:29:41 UTC,The course was too easy,,,,
25,198054,29cbbe81-71b0-4f9e-8ed9-2076365d475f,2018-09-22 02:02:27 UTC,The course required more time than I realised,,,,
26,198236,70b8fe7d-4660-4fe2-830e-1eec2cf4bcfb,2018-09-22 14:43:09 UTC,I don’t have enough time,,,,
27,198483,6bd67f71-1303-46dd-aaac-273da896f889,2018-09-23 07:52:21 UTC,Other,2018-09-23 07:50:22 UTC,3.2,3.0,20.0
28,198627,91149a14-ac5e-4665-9121-787c0bbc3f6c,2018-09-23 14:06:11 UTC,I prefer not to say,,,,
29,198899,a58fb44a-3070-4b6f-8f98-660145d6d424,2018-09-24 06:11:20 UTC,I prefer not to say,2018-09-24 06:10:18 UTC,3.17,3.0,17.0
30,199733,b5d4de9f-402d-4bca-91c3-64964b3224de,2018-09-25 03:29:31 UTC,I don’t have enough time,2018-09-25 03:26:02 UTC,1.7,1.0,7.0
31,199783,1a92c802-17dd-4b2b-a36d-ffa34e1d33b5,2018-09-25 07:16:49 UTC,Other,,,,
32,200011,71b6875a-d342-49d3-8691-55f251b7a42a,2018-09-25 13:16:10 UTC,I prefer not to say,2018-09-27 17:50:54 UTC,1.8,1.0,8.0
33,200174,04d122eb-d1b8-4c9a-bf83-3480b9bd9101,2018-09-25 16:35:38 UTC,The course required more time than I realised,,,,
34,200613,054639ed-dc23-4202-a036-65acd95c53b6,2018-09-26 13:26:24 UTC,I don’t have enough time,2018-09-26 13:15:40 UTC,2.15,2.0,15.0
35,202509,76534c17-ce5c-4a54-b284-77df37a92b7f,2018-09-30 13:34:16 UTC,Other,2018-09-30 13:33:50 UTC,3.2,3.0,20.0
36,203953,fe4cf779-c99e-4a1f-8355-6e56fc387d37,2018-10-02 07:58:05 UTC,The course won’t help me reach my goals,2018-10-25 12:28:41 UTC,3.2,3.0,20.0
37,205028,34a40227-a2c2-423e-82f0-07325c8405d5,2018-10-03 19:11:46 UTC,I prefer not to say,,,,
38,205341,d1b738ac-4f66-40d4-8d9d-53485ffd30b7,2018-10-04 12:33:24 UTC,Other,,,,
39,205452,3878ef34-264e-4871-b1c1-f3351b76cc1a,2018-10-04 16:53:23 UTC,I don’t have enough time,2018-09-19 17:38:13 UTC,2.3,2.0,3.0
40,205559,01c21399-c537-4cca-a30d-1ba72db76927,2018-10-05 00:39:50 UTC,I don’t have enough time,,,,
41,205914,470171ac-7fc9-47bc-bfca-819682ae75ca,2018-10-05 18:23:58 UTC,I prefer not to say,,,,
42,206762,52f1ad84-065a-497d-acca-1443d4899f50,2018-10-07 18:16:14 UTC,I don’t have enough time,2018-09-22 07:12:11 UTC,2.18,2.0,18.0
43,207320,6a5565d9-5755-4417-a275-015cc1777fb5,2018-10-08 11:50:31 UTC,I prefer not to say,2018-10-08 11:32:08 UTC,1.1,1.0,1.0
44,207940,f6a44b29-472d-4c32-af15-a5dc0ab2ecdc,2018-10-08 22:53:41 UTC,The course won’t help me reach my goals,2018-10-01 14:13:05 UTC,1.3,1.0,3.0
45,208240,bef73a59-b14f-4c5a-b593-90d41bfe8e84,2018-10-09 13:33:44 UTC,I don’t have enough time,2018-10-01 07:03:40 UTC,1.18,1.0,18.0
46,208497,bb59b178-ea61-4e76-b130-5226564778fa,2018-10-09 19:51:43 UTC,The course wasn’t what I expected,2018-09-10 18:51:00 UTC,1.9,1.0,9.0
47,208517,2fd52dc1-710d-49e5-b052-2ae893f4a495,2018-10-09 20:18:21 UTC,I prefer not to say,,,,
48,210586,6cfaa598-e213-4bef-8f6e-457e72fa0265,2018-10-13 19:09:55 UTC,I don’t have enough time,,,,
49,210842,532b41f3-e1ca-4f37-b420-41402eb166bb,2018-10-14 12:08:59 UTC,I don’t have enough time,,,,
50,210922,1af85c77-88eb-4f85-87a5-aecdbac4117b,2018-10-14 15:26:15 UTC,I don’t have enough time,,,,
51,211146,f036547b-3c94-480d-b2cf-fb3d0aee84ff,2018-10-14 20:45:58 UTC,I don’t have enough time,,,,
52,211453,3525a122-d068-446d-99c5-8f8f7468c0f2,2018-10-15 08:32:29 UTC,I don’t have enough time,2018-10-09 12:50:03 UTC,1.1,1.0,1.0
53,211545,1d0a0f87-dd73-4ccd-9692-10b2eb37e556,2018-10-15 10:08:49 UTC,The course required more time than I realised,,,,
54,211716,cbae2e65-dcd9-46e1-a952-20d9b19d6b9f,2018-10-15 14:09:09 UTC,I don’t have enough time,2018-09-25 18:55:15 UTC,1.2,1.0,2.0
55,212150,0c0fe7b0-8d6f-40ca-a010-3abfc47fea03,2018-10-16 09:56:32 UTC,I don’t have enough time,,,,
56,212539,43ae918d-9044-47c7-91df-c112751c7576,2018-10-16 21:36:30 UTC,The course wasn’t what I expected,2018-10-15 21:40:33 UTC,1.3,1.0,3.0
57,212646,9c0c5265-b34b-4259-9fcd-aada53222f85,2018-10-17 06:19:37 UTC,I don’t have enough time,2018-10-16 12:20:38 UTC,1.3,1.0,3.0
